inventory_id,film_id,store_id,last_update
75,15,2,15-02-2006 5.09
76,15,2,15-02-2006 5.09
77,16,1,15-02-2006 5.09
78,16,1,15-02-2006 5.09
79,16,2,15-02-2006 5.09
80,16,2,15-02-2006 5.09
81,17,1,15-02-2006 5.09
82,17,1,15-02-2006 5.09
83,17,1,15-02-2006 5.09
84,17,2,15-02-2006 5.09
85,17,2,15-02-2006 5.09
86,17,2,15-02-2006 5.09
87,18,1,15-02-2006 5.09
88,18,1,15-02-2006 5.09
89,18,1,15-02-2006 5.09
90,18,2,15-02-2006 5.09
91,18,2,15-02-2006 5.09
92,18,2,15-02-2006 5.09
93,19,1,15-02-2006 5.09
94,19,1,15-02-2006 5.09
95,19,1,15-02-2006 5.09
96,19,1,15-02-2006 5.09
97,19,2,15-02-2006 5.09
98,19,2,15-02-2006 5.09
99,20,1,15-02-2006 5.09
100,20,1,15-02-2006 5.09
101,20,1,15-02-2006 5.09
102,21,1,15-02-2006 5.09
103,21,1,15-02-2006 5.09
104,21,2,15-02-2006 5.09
105,21,2,15-02-2006 5.09
106,21,2,15-02-2006 5.09
107,21,2,15-02-2006 5.09
108,22,1,15-02-2006 5.09
109,22,1,15-02-2006 5.09
110,22,1,15-02-2006 5.09
111,22,1,15-02-2006 5.09
112,22,2,15-02-2006 5.09
113,22,2,15-02-2006 5.09
114,22,2,15-02-2006 5.09
115,23,1,15-02-2006 5.09
116,23,1,15-02-2006 5.09
117,23,1,15-02-2006 5.09
118,23,2,15-02-2006 5.09
119,23,2,15-02-2006 5.09
120,24,1,15-02-2006 5.09
121,24,1,15-02-2006 5.09
122,24,1,15-02-2006 5.09
123,24,1,15-02-2006 5.09
124,25,1,15-02-2006 5.09
125,25,1,15-02-2006 5.09
126,25,1,15-02-2006 5.09
127,25,1,15-02-2006 5.09
128,25,2,15-02-2006 5.09
129,25,2,15-02-2006 5.09
130,26,1,15-02-2006 5.09
131,26,1,15-02-2006 5.09
132,26,2,15-02-2006 5.09
133,26,2,15-02-2006 5.09
134,26,2,15-02-2006 5.09
135,27,1,15-02-2006 5.09
136,27,1,15-02-2006 5.09
137,27,1,15-02-2006 5.09
138,27,1,15-02-2006 5.09
139,28,1,15-02-2006 5.09
140,28,1,15-02-2006 5.09
141,28,1,15-02-2006 5.09
142,29,1,15-02-2006 5.09
143,29,1,15-02-2006 5.09
144,30,1,15-02-2006 5.09
145,30,1,15-02-2006 5.09
146,31,1,15-02-2006 5.09
147,31,1,15-02-2006 5.09
148,31,1,15-02-2006 5.09
149,31,1,15-02-2006 5.09
150,31,2,15-02-2006 5.09
151,31,2,15-02-2006 5.09
152,31,2,15-02-2006 5.09
153,31,2,15-02-2006 5.09
154,32,2,15-02-2006 5.09
155,32,2,15-02-2006 5.09
156,34,2,15-02-2006 5.09
157,34,2,15-02-2006 5.09
158,34,2,15-02-2006 5.09
159,34,2,15-02-2006 5.09
160,35,1,15-02-2006 5.09
161,35,1,15-02-2006 5.09
162,35,1,15-02-2006 5.09
163,35,1,15-02-2006 5.09
164,35,2,15-02-2006 5.09
165,35,2,15-02-2006 5.09
166,35,2,15-02-2006 5.09
167,37,1,15-02-2006 5.09
168,37,1,15-02-2006 5.09
169,37,1,15-02-2006 5.09
170,37,1,15-02-2006 5.09
171,37,2,15-02-2006 5.09
172,37,2,15-02-2006 5.09
173,37,2,15-02-2006 5.09
174,39,1,15-02-2006 5.09
175,39,1,15-02-2006 5.09
176,39,1,15-02-2006 5.09
177,39,2,15-02-2006 5.09
178,39,2,15-02-2006 5.09
179,39,2,15-02-2006 5.09
180,39,2,15-02-2006 5.09
181,40,2,15-02-2006 5.09
182,40,2,15-02-2006 5.09
183,40,2,15-02-2006 5.09
184,40,2,15-02-2006 5.09
185,42,2,15-02-2006 5.09
186,42,2,15-02-2006 5.09
187,42,2,15-02-2006 5.09
188,42,2,15-02-2006 5.09
189,43,1,15-02-2006 5.09
190,43,1,15-02-2006 5.09
191,43,1,15-02-2006 5.09
192,43,2,15-02-2006 5.09
193,43,2,15-02-2006 5.09
194,43,2,15-02-2006 5.09
195,43,2,15-02-2006 5.09
196,44,1,15-02-2006 5.09
197,44,1,15-02-2006 5.09
198,44,2,15-02-2006 5.09
199,44,2,15-02-2006 5.09
200,44,2,15-02-2006 5.09
201,45,1,15-02-2006 5.09
202,45,1,15-02-2006 5.09
203,45,1,15-02-2006 5.09
204,45,1,15-02-2006 5.09
205,45,2,15-02-2006 5.09
206,45,2,15-02-2006 5.09
207,46,2,15-02-2006 5.09
208,46,2,15-02-2006 5.09
209,46,2,15-02-2006 5.09
210,47,2,15-02-2006 5.09
211,47,2,15-02-2006 5.09
212,48,1,15-02-2006 5.09
213,48,1,15-02-2006 5.09
214,48,2,15-02-2006 5.09
215,48,2,15-02-2006 5.09
216,49,1,15-02-2006 5.09
217,49,1,15-02-2006 5.09
218,49,1,15-02-2006 5.09
219,49,2,15-02-2006 5.09
220,49,2,15-02-2006 5.09
221,49,2,15-02-2006 5.09
222,50,1,15-02-2006 5.09
223,50,1,15-02-2006 5.09
224,50,1,15-02-2006 5.09
225,50,2,15-02-2006 5.09
226,50,2,15-02-2006 5.09
227,51,1,15-02-2006 5.09
228,51,1,15-02-2006 5.09
229,51,2,15-02-2006 5.09
230,51,2,15-02-2006 5.09
231,51,2,15-02-2006 5.09
232,51,2,15-02-2006 5.09
233,52,2,15-02-2006 5.09
234,52,2,15-02-2006 5.09
235,53,1,15-02-2006 5.09
236,53,1,15-02-2006 5.09
237,54,1,15-02-2006 5.09
238,54,1,15-02-2006 5.09
239,54,1,15-02-2006 5.09
240,54,2,15-02-2006 5.09
241,54,2,15-02-2006 5.09
242,55,1,15-02-2006 5.09
243,55,1,15-02-2006 5.09
244,55,1,15-02-2006 5.09
245,55,1,15-02-2006 5.09
246,55,2,15-02-2006 5.09
247,55,2,15-02-2006 5.09
248,56,1,15-02-2006 5.09
249,56,1,15-02-2006 5.09
250,56,1,15-02-2006 5.09
251,56,2,15-02-2006 5.09
252,56,2,15-02-2006 5.09
253,57,1,15-02-2006 5.09
254,57,1,15-02-2006 5.09
255,57,1,15-02-2006 5.09
256,57,1,15-02-2006 5.09
257,57,2,15-02-2006 5.09
258,57,2,15-02-2006 5.09
259,57,2,15-02-2006 5.09
260,58,2,15-02-2006 5.09
261,58,2,15-02-2006 5.09
262,58,2,15-02-2006 5.09
263,58,2,15-02-2006 5.09
264,59,1,15-02-2006 5.09
265,59,1,15-02-2006 5.09
266,59,1,15-02-2006 5.09
267,59,2,15-02-2006 5.09
268,59,2,15-02-2006 5.09
269,60,1,15-02-2006 5.09
270,60,1,15-02-2006 5.09
271,60,1,15-02-2006 5.09
272,61,1,15-02-2006 5.09
273,61,1,15-02-2006 5.09
274,61,1,15-02-2006 5.09
275,61,1,15-02-2006 5.09
276,61,2,15-02-2006 5.09
277,61,2,15-02-2006 5.09
278,62,2,15-02-2006 5.09
279,62,2,15-02-2006 5.09
280,63,1,15-02-2006 5.09
281,63,1,15-02-2006 5.09
282,63,2,15-02-2006 5.09
283,63,2,15-02-2006 5.09
284,64,2,15-02-2006 5.09
285,64,2,15-02-2006 5.09
286,64,2,15-02-2006 5.09
287,65,2,15-02-2006 5.09
288,65,2,15-02-2006 5.09
289,65,2,15-02-2006 5.09
290,65,2,15-02-2006 5.09
291,66,1,15-02-2006 5.09
292,66,1,15-02-2006 5.09
293,66,1,15-02-2006 5.09
294,67,1,15-02-2006 5.09
295,67,1,15-02-2006 5.09
296,67,2,15-02-2006 5.09
297,67,2,15-02-2006 5.09
298,67,2,15-02-2006 5.09
299,67,2,15-02-2006 5.09
300,68,1,15-02-2006 5.09
301,68,1,15-02-2006 5.09
302,68,2,15-02-2006 5.09
303,68,2,15-02-2006 5.09
304,69,1,15-02-2006 5.09
305,69,1,15-02-2006 5.09
306,69,1,15-02-2006 5.09
307,69,1,15-02-2006 5.09
308,69,2,15-02-2006 5.09
309,69,2,15-02-2006 5.09
310,69,2,15-02-2006 5.09
311,69,2,15-02-2006 5.09
312,70,1,15-02-2006 5.09
313,70,1,15-02-2006 5.09
314,70,2,15-02-2006 5.09
315,70,2,15-02-2006 5.09
316,71,2,15-02-2006 5.09
317,71,2,15-02-2006 5.09
318,71,2,15-02-2006 5.09
319,71,2,15-02-2006 5.09
320,72,1,15-02-2006 5.09
321,72,1,15-02-2006 5.09
322,72,1,15-02-2006 5.09
323,72,1,15-02-2006 5.09
324,72,2,15-02-2006 5.09
325,72,2,15-02-2006 5.09
326,73,1,15-02-2006 5.09
327,73,1,15-02-2006 5.09
328,73,1,15-02-2006 5.09
329,73,1,15-02-2006 5.09
330,73,2,15-02-2006 5.09
331,73,2,15-02-2006 5.09
332,73,2,15-02-2006 5.09
333,73,2,15-02-2006 5.09
334,74,1,15-02-2006 5.09
335,74,1,15-02-2006 5.09
336,74,1,15-02-2006 5.09
337,74,2,15-02-2006 5.09
338,74,2,15-02-2006 5.09
339,75,2,15-02-2006 5.09
340,75,2,15-02-2006 5.09
341,75,2,15-02-2006 5.09
342,76,1,15-02-2006 5.09
343,76,1,15-02-2006 5.09
344,76,1,15-02-2006 5.09
345,77,1,15-02-2006 5.09
346,77,1,15-02-2006 5.09
347,77,1,15-02-2006 5.09
348,77,1,15-02-2006 5.09
349,77,2,15-02-2006 5.09
350,77,2,15-02-2006 5.09
351,78,1,15-02-2006 5.09
352,78,1,15-02-2006 5.09
353,78,1,15-02-2006 5.09
354,78,2,15-02-2006 5.09
355,78,2,15-02-2006 5.09
356,78,2,15-02-2006 5.09
357,78,2,15-02-2006 5.09
358,79,1,15-02-2006 5.09
359,79,1,15-02-2006 5.09
360,79,1,15-02-2006 5.09
361,79,2,15-02-2006 5.09
362,79,2,15-02-2006 5.09
363,79,2,15-02-2006 5.09
364,80,1,15-02-2006 5.09
365,80,1,15-02-2006 5.09
366,80,1,15-02-2006 5.09
367,80,1,15-02-2006 5.09
368,81,1,15-02-2006 5.09
369,81,1,15-02-2006 5.09
370,81,1,15-02-2006 5.09
371,81,1,15-02-2006 5.09
372,82,1,15-02-2006 5.09
373,82,1,15-02-2006 5.09
374,83,1,15-02-2006 5.09
375,83,1,15-02-2006 5.09
376,83,1,15-02-2006 5.09
377,83,2,15-02-2006 5.09
378,83,2,15-02-2006 5.09
379,84,1,15-02-2006 5.09
380,84,1,15-02-2006 5.09
381,84,1,15-02-2006 5.09
382,84,1,15-02-2006 5.09
383,85,2,15-02-2006 5.09
384,85,2,15-02-2006 5.09
385,85,2,15-02-2006 5.09
386,85,2,15-02-2006 5.09
387,86,1,15-02-2006 5.09
388,86,1,15-02-2006 5.09
389,86,1,15-02-2006 5.09
390,86,1,15-02-2006 5.09
391,86,2,15-02-2006 5.09
392,86,2,15-02-2006 5.09
393,86,2,15-02-2006 5.09
394,86,2,15-02-2006 5.09
395,88,2,15-02-2006 5.09
396,88,2,15-02-2006 5.09
397,88,2,15-02-2006 5.09
398,88,2,15-02-2006 5.09
399,89,1,15-02-2006 5.09
400,89,1,15-02-2006 5.09
401,89,1,15-02-2006 5.09
402,89,2,15-02-2006 5.09
403,89,2,15-02-2006 5.09
404,89,2,15-02-2006 5.09
405,90,1,15-02-2006 5.09
406,90,1,15-02-2006 5.09
407,90,1,15-02-2006 5.09
408,90,2,15-02-2006 5.09
409,90,2,15-02-2006 5.09
410,90,2,15-02-2006 5.09
411,91,1,15-02-2006 5.09
412,91,1,15-02-2006 5.09
413,91,1,15-02-2006 5.09
414,91,1,15-02-2006 5.09
415,91,2,15-02-2006 5.09
416,91,2,15-02-2006 5.09
417,91,2,15-02-2006 5.09
418,91,2,15-02-2006 5.09
419,92,1,15-02-2006 5.09
420,92,1,15-02-2006 5.09
421,92,2,15-02-2006 5.09
422,92,2,15-02-2006 5.09
423,93,2,15-02-2006 5.09
424,93,2,15-02-2006 5.09
425,93,2,15-02-2006 5.09
426,94,1,15-02-2006 5.09
427,94,1,15-02-2006 5.09
428,95,1,15-02-2006 5.09
429,95,1,15-02-2006 5.09
430,95,2,15-02-2006 5.09
431,95,2,15-02-2006 5.09
432,95,2,15-02-2006 5.09
433,96,1,15-02-2006 5.09
434,96,1,15-02-2006 5.09
435,96,1,15-02-2006 5.09
436,97,1,15-02-2006 5.09
437,97,1,15-02-2006 5.09
438,97,1,15-02-2006 5.09
439,97,1,15-02-2006 5.09
440,97,2,15-02-2006 5.09
441,97,2,15-02-2006 5.09
442,98,1,15-02-2006 5.09
443,98,1,15-02-2006 5.09
444,98,1,15-02-2006 5.09
445,99,1,15-02-2006 5.09
446,99,1,15-02-2006 5.09
447,99,1,15-02-2006 5.09
448,99,2,15-02-2006 5.09
449,99,2,15-02-2006 5.09
450,99,2,15-02-2006 5.09
451,100,1,15-02-2006 5.09
452,100,1,15-02-2006 5.09
453,100,1,15-02-2006 5.09
454,100,1,15-02-2006 5.09
455,100,2,15-02-2006 5.09
456,100,2,15-02-2006 5.09
457,101,1,15-02-2006 5.09
458,101,1,15-02-2006 5.09
459,101,1,15-02-2006 5.09
460,101,1,15-02-2006 5.09
461,101,2,15-02-2006 5.09
462,101,2,15-02-2006 5.09
463,102,2,15-02-2006 5.09
464,102,2,15-02-2006 5.09
465,103,1,15-02-2006 5.09
466,103,1,15-02-2006 5.09
467,103,1,15-02-2006 5.09
468,103,1,15-02-2006 5.09
469,103,2,15-02-2006 5.09
470,103,2,15-02-2006 5.09
471,103,2,15-02-2006 5.09
472,103,2,15-02-2006 5.09
473,104,2,15-02-2006 5.09
474,104,2,15-02-2006 5.09
475,104,2,15-02-2006 5.09
476,105,1,15-02-2006 5.09
477,105,1,15-02-2006 5.09
478,105,2,15-02-2006 5.09
479,105,2,15-02-2006 5.09
480,105,2,15-02-2006 5.09
481,106,1,15-02-2006 5.09
482,106,1,15-02-2006 5.09
483,107,2,15-02-2006 5.09
484,107,2,15-02-2006 5.09
485,109,1,15-02-2006 5.09
486,109,1,15-02-2006 5.09
487,109,1,15-02-2006 5.09
488,109,1,15-02-2006 5.09
489,109,2,15-02-2006 5.09
490,109,2,15-02-2006 5.09
491,109,2,15-02-2006 5.09
492,109,2,15-02-2006 5.09
493,110,1,15-02-2006 5.09
494,110,1,15-02-2006 5.09
495,110,1,15-02-2006 5.09
496,110,1,15-02-2006 5.09
497,111,2,15-02-2006 5.09
498,111,2,15-02-2006 5.09
499,111,2,15-02-2006 5.09
500,111,2,15-02-2006 5.09
501,112,1,15-02-2006 5.09
502,112,1,15-02-2006 5.09
503,112,1,15-02-2006 5.09
504,112,1,15-02-2006 5.09
505,112,2,15-02-2006 5.09
506,112,2,15-02-2006 5.09
507,112,2,15-02-2006 5.09
508,113,2,15-02-2006 5.09
509,113,2,15-02-2006 5.09
510,113,2,15-02-2006 5.09
511,113,2,15-02-2006 5.09
512,114,1,15-02-2006 5.09
513,114,1,15-02-2006 5.09
514,114,1,15-02-2006 5.09
515,114,1,15-02-2006 5.09
516,114,2,15-02-2006 5.09
517,114,2,15-02-2006 5.09
518,114,2,15-02-2006 5.09
519,115,1,15-02-2006 5.09
520,115,1,15-02-2006 5.09
521,115,1,15-02-2006 5.09
522,115,2,15-02-2006 5.09
523,115,2,15-02-2006 5.09
524,115,2,15-02-2006 5.09
525,115,2,15-02-2006 5.09
526,116,1,15-02-2006 5.09
527,116,1,15-02-2006 5.09
528,116,2,15-02-2006 5.09
529,116,2,15-02-2006 5.09
530,116,2,15-02-2006 5.09
531,116,2,15-02-2006 5.09
532,117,1,15-02-2006 5.09
533,117,1,15-02-2006 5.09
534,117,1,15-02-2006 5.09
535,117,1,15-02-2006 5.09
536,117,2,15-02-2006 5.09
537,117,2,15-02-2006 5.09
538,118,1,15-02-2006 5.09
539,118,1,15-02-2006 5.09
540,118,1,15-02-2006 5.09
541,118,1,15-02-2006 5.09
542,118,2,15-02-2006 5.09
543,118,2,15-02-2006 5.09
544,119,1,15-02-2006 5.09
545,119,1,15-02-2006 5.09
546,119,1,15-02-2006 5.09
547,119,2,15-02-2006 5.09
548,119,2,15-02-2006 5.09
549,119,2,15-02-2006 5.09
550,119,2,15-02-2006 5.09
551,120,1,15-02-2006 5.09
552,120,1,15-02-2006 5.09
553,120,1,15-02-2006 5.09
554,121,1,15-02-2006 5.09
555,121,1,15-02-2006 5.09
556,121,1,15-02-2006 5.09
557,121,2,15-02-2006 5.09
558,121,2,15-02-2006 5.09
559,121,2,15-02-2006 5.09
560,122,1,15-02-2006 5.09
561,122,1,15-02-2006 5.09
562,122,1,15-02-2006 5.09
563,122,1,15-02-2006 5.09
564,122,2,15-02-2006 5.09
565,122,2,15-02-2006 5.09
566,122,2,15-02-2006 5.09
567,123,1,15-02-2006 5.09
568,123,1,15-02-2006 5.09
569,123,2,15-02-2006 5.09
570,123,2,15-02-2006 5.09
571,123,2,15-02-2006 5.09
572,124,2,15-02-2006 5.09
573,124,2,15-02-2006 5.09
574,124,2,15-02-2006 5.09
575,125,2,15-02-2006 5.09
576,125,2,15-02-2006 5.09
577,126,2,15-02-2006 5.09
578,126,2,15-02-2006 5.09
579,126,2,15-02-2006 5.09
580,127,1,15-02-2006 5.09
581,127,1,15-02-2006 5.09
582,127,1,15-02-2006 5.09
583,127,1,15-02-2006 5.09
584,127,2,15-02-2006 5.09
585,127,2,15-02-2006 5.09
586,127,2,15-02-2006 5.09
587,127,2,15-02-2006 5.09
588,129,1,15-02-2006 5.09
589,129,1,15-02-2006 5.09
590,129,1,15-02-2006 5.09
591,129,2,15-02-2006 5.09
592,129,2,15-02-2006 5.09
593,129,2,15-02-2006 5.09
594,130,1,15-02-2006 5.09
595,130,1,15-02-2006 5.09
596,130,2,15-02-2006 5.09
597,130,2,15-02-2006 5.09
598,130,2,15-02-2006 5.09
599,130,2,15-02-2006 5.09
600,131,1,15-02-2006 5.09
601,131,1,15-02-2006 5.09
602,131,1,15-02-2006 5.09
603,131,1,15-02-2006 5.09
604,131,2,15-02-2006 5.09
605,131,2,15-02-2006 5.09
606,132,1,15-02-2006 5.09
607,132,1,15-02-2006 5.09
608,132,1,15-02-2006 5.09
609,132,1,15-02-2006 5.09
610,132,2,15-02-2006 5.09
611,132,2,15-02-2006 5.09
612,133,1,15-02-2006 5.09
613,133,1,15-02-2006 5.09
614,133,2,15-02-2006 5.09
615,133,2,15-02-2006 5.09
616,134,2,15-02-2006 5.09
617,134,2,15-02-2006 5.09
618,134,2,15-02-2006 5.09
619,135,1,15-02-2006 5.09
620,135,1,15-02-2006 5.09
621,135,1,15-02-2006 5.09
622,135,2,15-02-2006 5.09
623,135,2,15-02-2006 5.09
624,135,2,15-02-2006 5.09
625,135,2,15-02-2006 5.09
626,136,1,15-02-2006 5.09
627,136,1,15-02-2006 5.09
628,136,1,15-02-2006 5.09
629,137,2,15-02-2006 5.09
630,137,2,15-02-2006 5.09
631,137,2,15-02-2006 5.09
632,137,2,15-02-2006 5.09
633,138,1,15-02-2006 5.09
634,138,1,15-02-2006 5.09
635,138,2,15-02-2006 5.09
636,138,2,15-02-2006 5.09
637,138,2,15-02-2006 5.09
638,139,1,15-02-2006 5.09
639,139,1,15-02-2006 5.09
640,139,1,15-02-2006 5.09
641,139,1,15-02-2006 5.09
642,139,2,15-02-2006 5.09
643,139,2,15-02-2006 5.09
644,140,1,15-02-2006 5.09
645,140,1,15-02-2006 5.09
646,140,2,15-02-2006 5.09
647,140,2,15-02-2006 5.09
648,140,2,15-02-2006 5.09
649,141,1,15-02-2006 5.09
650,141,1,15-02-2006 5.09
651,141,1,15-02-2006 5.09
652,141,2,15-02-2006 5.09
653,141,2,15-02-2006 5.09
654,142,1,15-02-2006 5.09
655,142,1,15-02-2006 5.09
656,142,1,15-02-2006 5.09
657,142,2,15-02-2006 5.09
658,142,2,15-02-2006 5.09
659,143,1,15-02-2006 5.09
660,143,1,15-02-2006 5.09
661,143,1,15-02-2006 5.09
662,143,1,15-02-2006 5.09
663,143,2,15-02-2006 5.09
664,143,2,15-02-2006 5.09
665,143,2,15-02-2006 5.09
666,145,2,15-02-2006 5.09
667,145,2,15-02-2006 5.09
668,145,2,15-02-2006 5.09
669,146,1,15-02-2006 5.09
670,146,1,15-02-2006 5.09
671,146,1,15-02-2006 5.09
672,147,1,15-02-2006 5.09
673,147,1,15-02-2006 5.09
674,147,1,15-02-2006 5.09
675,147,2,15-02-2006 5.09
676,147,2,15-02-2006 5.09
677,147,2,15-02-2006 5.09
678,149,1,15-02-2006 5.09
679,149,1,15-02-2006 5.09
680,149,1,15-02-2006 5.09
681,149,2,15-02-2006 5.09
682,149,2,15-02-2006 5.09
683,149,2,15-02-2006 5.09
684,150,1,15-02-2006 5.09
685,150,1,15-02-2006 5.09
686,150,2,15-02-2006 5.09
687,150,2,15-02-2006 5.09
688,150,2,15-02-2006 5.09
689,150,2,15-02-2006 5.09
690,151,1,15-02-2006 5.09
691,151,1,15-02-2006 5.09
692,151,2,15-02-2006 5.09
693,151,2,15-02-2006 5.09
694,152,1,15-02-2006 5.09
695,152,1,15-02-2006 5.09
696,152,1,15-02-2006 5.09
697,152,1,15-02-2006 5.09
698,153,1,15-02-2006 5.09
699,153,1,15-02-2006 5.09
700,153,1,15-02-2006 5.09
701,153,1,15-02-2006 5.09
702,154,1,15-02-2006 5.09
703,154,1,15-02-2006 5.09
704,154,1,15-02-2006 5.09
705,154,2,15-02-2006 5.09
706,154,2,15-02-2006 5.09
707,154,2,15-02-2006 5.09
708,154,2,15-02-2006 5.09
709,155,1,15-02-2006 5.09
710,155,1,15-02-2006 5.09
711,155,2,15-02-2006 5.09
712,155,2,15-02-2006 5.09
713,155,2,15-02-2006 5.09
714,156,2,15-02-2006 5.09
715,156,2,15-02-2006 5.09
716,157,2,15-02-2006 5.09
717,157,2,15-02-2006 5.09
718,157,2,15-02-2006 5.09
719,158,1,15-02-2006 5.09
720,158,1,15-02-2006 5.09
721,158,2,15-02-2006 5.09
722,158,2,15-02-2006 5.09
723,158,2,15-02-2006 5.09
724,159,1,15-02-2006 5.09
725,159,1,15-02-2006 5.09
726,159,1,15-02-2006 5.09
727,159,1,15-02-2006 5.09
728,159,2,15-02-2006 5.09
729,159,2,15-02-2006 5.09
730,159,2,15-02-2006 5.09
731,160,1,15-02-2006 5.09
732,160,1,15-02-2006 5.09
733,160,2,15-02-2006 5.09
734,160,2,15-02-2006 5.09
735,160,2,15-02-2006 5.09
736,161,1,15-02-2006 5.09
737,161,1,15-02-2006 5.09
738,162,1,15-02-2006 5.09
739,162,1,15-02-2006 5.09
740,162,1,15-02-2006 5.09
741,162,2,15-02-2006 5.09
742,162,2,15-02-2006 5.09
743,162,2,15-02-2006 5.09
744,162,2,15-02-2006 5.09
745,163,2,15-02-2006 5.09
746,163,2,15-02-2006 5.09
747,163,2,15-02-2006 5.09
748,164,1,15-02-2006 5.09
749,164,1,15-02-2006 5.09
750,164,2,15-02-2006 5.09
751,164,2,15-02-2006 5.09
752,164,2,15-02-2006 5.09
753,165,1,15-02-2006 5.09
754,165,1,15-02-2006 5.09
755,165,1,15-02-2006 5.09
756,165,2,15-02-2006 5.09
757,165,2,15-02-2006 5.09
758,166,1,15-02-2006 5.09
759,166,1,15-02-2006 5.09
760,166,1,15-02-2006 5.09
761,166,1,15-02-2006 5.09
762,166,2,15-02-2006 5.09
763,166,2,15-02-2006 5.09
764,167,1,15-02-2006 5.09
765,167,1,15-02-2006 5.09
766,167,1,15-02-2006 5.09
767,167,1,15-02-2006 5.09
768,167,2,15-02-2006 5.09
769,167,2,15-02-2006 5.09
770,167,2,15-02-2006 5.09
771,168,1,15-02-2006 5.09
772,168,1,15-02-2006 5.09
773,169,1,15-02-2006 5.09
774,169,1,15-02-2006 5.09
775,169,2,15-02-2006 5.09
776,169,2,15-02-2006 5.09
777,170,1,15-02-2006 5.09
778,170,1,15-02-2006 5.09
779,170,2,15-02-2006 5.09
780,170,2,15-02-2006 5.09
781,170,2,15-02-2006 5.09
782,170,2,15-02-2006 5.09
783,172,1,15-02-2006 5.09
784,172,1,15-02-2006 5.09
785,172,1,15-02-2006 5.09
786,172,1,15-02-2006 5.09
787,172,2,15-02-2006 5.09
788,172,2,15-02-2006 5.09
789,172,2,15-02-2006 5.09
790,173,1,15-02-2006 5.09
791,173,1,15-02-2006 5.09
792,173,1,15-02-2006 5.09
793,173,2,15-02-2006 5.09
794,173,2,15-02-2006 5.09
795,174,1,15-02-2006 5.09
796,174,1,15-02-2006 5.09
797,174,1,15-02-2006 5.09
798,174,1,15-02-2006 5.09
799,174,2,15-02-2006 5.09
800,174,2,15-02-2006 5.09
801,174,2,15-02-2006 5.09
802,174,2,15-02-2006 5.09
803,175,1,15-02-2006 5.09
804,175,1,15-02-2006 5.09
805,175,2,15-02-2006 5.09
806,175,2,15-02-2006 5.09
807,175,2,15-02-2006 5.09
808,176,1,15-02-2006 5.09
809,176,1,15-02-2006 5.09
810,176,2,15-02-2006 5.09
811,176,2,15-02-2006 5.09
812,176,2,15-02-2006 5.09
813,176,2,15-02-2006 5.09
814,177,2,15-02-2006 5.09
815,177,2,15-02-2006 5.09
816,177,2,15-02-2006 5.09
817,178,1,15-02-2006 5.09
818,178,1,15-02-2006 5.09
819,179,1,15-02-2006 5.09
820,179,1,15-02-2006 5.09
821,179,1,15-02-2006 5.09
